emp_no,first_name,last_name,birth_date,from_date,to_date,title
256385,Goetz,Candan,1962-08-19,1987-08-21,9999-01-01,Senior Staff
256390,Sastry,McDermid,1962-09-25,1986-01-29,9999-01-01,Senior Staff
256397,Licheng,Gecseg,1960-02-28,1988-01-27,9999-01-01,Engineer
256420,Amstein,Schoegge,1956-12-01,1985-08-15,9999-01-01,Senior Engineer
256425,Sungwon,Fadgyas,1958-12-09,1986-01-26,9999-01-01,Staff
256426,Subir,Irland,1957-08-18,1985-06-13,9999-01-01,Senior Staff
256469,Jaewoo,Ciolek,1959-08-10,1986-12-18,9999-01-01,Senior Staff
256470,Torsten,Krohn,1958-04-09,1988-05-17,9999-01-01,Technique Leader
256481,Kokou,Stanger,1960-04-06,1987-03-13,9999-01-01,Staff
256493,Shen,Eterovic,1962-05-18,1985-08-04,9999-01-01,Senior Engineer
256497,Siddarth,Murtagh,1957-09-07,1988-07-31,9999-01-01,Senior Staff
256513,Marke,Matzov,1964-11-06,1987-06-01,9999-01-01,Senior Engineer
256517,Mohan,Nations,1957-10-10,1985-09-20,9999-01-01,Engineer
256525,Odoardo,Tiemann,1959-05-07,1988-07-28,9999-01-01,Senior Staff
256529,Shaw,Strehl,1961-12-15,1988-10-27,9999-01-01,Senior Staff
256543,Miquel,Marchegay,1963-05-31,1987-09-03,9999-01-01,Senior Engineer
256553,Adly,Delgrossi,1964-10-30,1987-01-17,9999-01-01,Senior Engineer
256554,Fumitaka,Hiltgen,1962-01-10,1985-02-04,9999-01-01,Senior Engineer
256569,Ulises,Hemaspaandra,1964-07-03,1988-08-05,9999-01-01,Senior Engineer
256571,Yifei,Malinowski,1956-02-25,1988-05-26,9999-01-01,Engineer
256577,Jagoda,Pardalos,1957-02-24,1985-02-25,9999-01-01,Engineer
256590,Mona,Taneja,1961-02-12,1987-06-28,9999-01-01,Senior Engineer
256598,Yunming,Ratnakar,1958-11-27,1985-05-10,9999-01-01,Staff
256599,Maren,Perin,1957-02-06,1987-05-29,9999-01-01,Engineer
256603,Deborah,Cronau,1964-10-07,1987-10-02,9999-01-01,Senior Staff
256642,Randi,Solares,1958-10-23,1988-08-21,9999-01-01,Technique Leader
256649,Naftaly,Zhiwei,1961-06-29,1988-05-18,9999-01-01,Senior Engineer
256650,Ebru,Zirintsis,1958-01-23,1986-08-02,9999-01-01,Senior Engineer
256651,Oksana,Alameldin,1962-07-18,1987-06-19,9999-01-01,Senior Engineer
256668,Nadjib,Attimonelli,1963-07-22,1987-08-23,9999-01-01,Senior Engineer
256677,Bluma,Emden,1957-08-27,1987-07-28,9999-01-01,Senior Engineer
256679,Kyoichi,Curless,1957-12-02,1985-11-20,9999-01-01,Senior Staff
256684,Yakichi,Honglei,1957-04-26,1987-02-06,9999-01-01,Staff
256687,Shridhar,Strooper,1959-03-23,1987-06-15,9999-01-01,Senior Engineer
256690,Adas,Marrakchi,1964-03-09,1985-06-19,9999-01-01,Senior Engineer
256715,Dung,Gill,1960-05-05,1986-03-30,9999-01-01,Senior Engineer
256717,Uri,Isaac,1957-12-19,1987-07-25,9999-01-01,Senior Engineer
256722,Shooichi,Reeken,1957-08-26,1986-12-02,9999-01-01,Engineer
256725,Freyja,Majewski,1959-06-07,1988-07-18,9999-01-01,Senior Staff
256736,Vitali,Parhami,1958-04-12,1987-07-24,9999-01-01,Technique Leader
256739,Shounak,Wursthorn,1958-06-15,1985-07-07,9999-01-01,Senior Engineer
256741,Sumali,Marrevee,1961-01-28,1985-04-27,9999-01-01,Staff
256745,Badri,Sifakis,1964-04-25,1985-12-22,9999-01-01,Senior Engineer
256746,Shahab,Vrecion,1957-12-04,1985-11-16,9999-01-01,Staff
256749,Ramzi,Cappello,1956-09-25,1985-02-15,9999-01-01,Senior Engineer
256755,Ortrud,Ohori,1961-06-29,1985-04-12,9999-01-01,Senior Engineer
256760,Almudena,Zizka,1960-12-17,1988-08-30,9999-01-01,Assistant Engineer
256762,Marko,Perri,1956-06-16,1985-12-28,9999-01-01,Staff
256780,Masako,Gunderson,1958-09-08,1985-09-07,9999-01-01,Engineer
256794,Leaf,Stanger,1964-07-19,1986-08-14,9999-01-01,Engineer
256798,Tooru,Felcyn,1957-11-12,1986-07-23,9999-01-01,Senior Staff
256801,Fumitaka,Bellone,1958-09-12,1988-12-14,9999-01-01,Staff
256806,Shakhar,Kruskal,1960-07-22,1986-02-21,9999-01-01,Senior Engineer
256807,Hironoby,Mitzlaff,1961-06-26,1986-12-27,9999-01-01,Senior Engineer
256819,Aamer,Redmiles,1962-01-31,1986-04-09,9999-01-01,Senior Staff
256829,Basim,Crelier,1962-05-18,1985-10-27,9999-01-01,Staff
256833,Renee,Straney,1957-06-24,1988-09-08,9999-01-01,Engineer
256849,Khedija,Ghalwash,1959-08-23,1985-10-01,9999-01-01,Technique Leader
256850,Abdelkader,Atchley,1963-11-19,1987-01-14,9999-01-01,Staff
256856,Hongzue,Barbanera,1965-01-03,1987-06-17,9999-01-01,Senior Staff
256860,Ramachenga,Savasere,1958-12-08,1986-08-06,9999-01-01,Staff
256871,Brigham,Harllee,1959-10-04,1988-11-17,9999-01-01,Engineer
256885,Hyuncheol,Brendel,1964-05-11,1986-10-10,9999-01-01,Senior Engineer
256899,Rosita,Verspoor,1964-02-11,1988-12-12,9999-01-01,Senior Staff
256904,Tru,Angot,1962-01-25,1986-10-18,9999-01-01,Senior Staff
256908,Kristine,Claffy,1961-09-29,1986-11-30,9999-01-01,Senior Staff
256909,Katsuo,Solovay,1960-04-11,1985-12-13,9999-01-01,Senior Staff
256913,Khalid,Hutton,1962-03-13,1987-04-14,9999-01-01,Senior Staff
256935,Munir,Gerteisen,1957-09-25,1987-09-26,9999-01-01,Senior Engineer
256960,Xiping,Spinelli,1958-12-04,1987-07-14,9999-01-01,Senior Staff
256966,Insup,Oehlmann,1956-11-19,1988-08-30,9999-01-01,Senior Staff
256973,Stein,Melski,1963-02-28,1987-05-03,9999-01-01,Senior Engineer
256982,Lijie,Baez,1964-01-10,1988-06-18,9999-01-01,Staff
257006,Kazuhira,Gurbaxani,1959-05-23,1987-12-02,9999-01-01,Senior Engineer
257030,Baruch,Ertl,1961-04-14,1987-04-03,9999-01-01,Senior Engineer
257034,Radoslaw,Ravishankar,1959-12-27,1986-08-26,9999-01-01,Engineer
257035,Nikolaos,Laventhal,1964-07-07,1985-03-04,9999-01-01,Staff
257045,Pasqua,Terwilliger,1959-06-26,1988-09-30,9999-01-01,Technique Leader
257048,Subhankar,Engelmann,1959-08-27,1988-10-15,9999-01-01,Senior Engineer
257074,Herb,Baca,1956-03-25,1985-07-22,9999-01-01,Technique Leader
257076,Heekeun,Sigstam,1963-05-20,1987-06-16,9999-01-01,Engineer
257077,Inderjeet,Eiter,1957-03-15,1986-02-05,9999-01-01,Staff
257081,Fumino,Cronin,1956-07-26,1986-02-04,9999-01-01,Senior Engineer
257084,Toshimitsu,Lipner,1961-03-13,1985-06-12,9999-01-01,Staff
257090,Chuanti,Waterhouse,1961-02-14,1985-11-05,9999-01-01,Technique Leader
257095,Bojan,Pintelas,1962-02-09,1988-02-02,9999-01-01,Senior Staff
257117,Aram,Anguita,1959-02-10,1985-12-28,9999-01-01,Engineer
257125,Leon,Chiola,1960-05-24,1988-02-25,9999-01-01,Engineer
257126,Jeong,Merro,1956-02-05,1988-02-28,9999-01-01,Engineer
257134,Aluzio,Eugenio,1960-03-31,1988-04-10,9999-01-01,Senior Staff
257136,Kwangho,Lamba,1956-08-15,1985-04-07,9999-01-01,Engineer
257150,Gaetan,Pappas,1964-06-13,1985-06-17,9999-01-01,Engineer
257151,Miquel,Brickell,1959-09-20,1987-09-10,9999-01-01,Staff
257171,Ortrud,Rande,1964-09-26,1986-02-03,9999-01-01,Staff
257188,Chikara,Luit,1963-02-07,1985-03-25,9999-01-01,Engineer
257207,Mong,Wursthorn,1956-10-09,1988-01-27,9999-01-01,Staff
257208,Lucien,Kermarrec,1964-12-02,1988-05-16,9999-01-01,Senior Staff
257215,Shir,Schauser,1964-10-04,1987-06-04,9999-01-01,Technique Leader
257220,Hiroyasu,Iwayama,1958-03-26,1988-03-17,9999-01-01,Assistant Engineer
257227,Turgut,Rotem,1963-12-15,1985-06-05,9999-01-01,Senior Staff
257234,Jenwei,Ertl,1957-05-03,1985-11-02,9999-01-01,Senior Engineer
257236,Kazuhiko,Akazan,1962-11-03,1988-03-14,9999-01-01,Engineer
257239,Patricia,Showalter,1962-08-04,1986-09-06,9999-01-01,Engineer
257242,Gianluca,Ramsey,1962-10-02,1986-10-12,9999-01-01,Senior Engineer
257246,Chaitali,Brobst,1964-12-18,1985-11-18,9999-01-01,Staff
257252,Jayesh,Dymetman,1964-06-18,1987-09-08,9999-01-01,Senior Engineer
257263,Oldrich,Besselaar,1962-06-14,1988-06-24,9999-01-01,Engineer
257266,Hatem,Turnbull,1961-01-28,1987-03-22,9999-01-01,Senior Engineer
257279,Gao,Fetvedt,1964-01-13,1986-09-24,9999-01-01,Engineer
257284,Arco,Shiratori,1957-04-12,1988-09-28,9999-01-01,Senior Staff
257286,Niteen,Schreiter,1962-02-14,1985-11-24,9999-01-01,Engineer
257292,Guangming,Yetim,1956-02-14,1987-11-03,9999-01-01,Senior Engineer
257294,JoAnna,Birsak,1960-12-10,1988-07-23,9999-01-01,Staff
257297,Parke,Gomatam,1957-12-07,1987-05-25,9999-01-01,Senior Engineer
257315,Brewster,Krupka,1956-09-30,1986-09-18,9999-01-01,Senior Engineer
257323,Jianwen,Skogmar,1956-01-08,1985-08-06,9999-01-01,Senior Engineer
257327,Danny,Smeets,1957-09-28,1987-02-25,9999-01-01,Senior Staff
257328,Arlette,Openshaw,1957-10-11,1988-10-05,9999-01-01,Senior Staff
257331,Suvo,Skafidas,1962-12-11,1988-01-14,9999-01-01,Senior Staff
257345,Tadanori,Schrooten,1957-12-20,1987-03-03,9999-01-01,Senior Engineer
257361,Huai,Birjandi,1961-12-25,1987-12-12,9999-01-01,Senior Staff
257372,Kwangyoen,Steinauer,1958-12-03,1986-03-19,9999-01-01,Staff
257378,Pascal,Bernatsky,1965-01-06,1988-09-03,9999-01-01,Senior Staff
257382,Ung,Akaboshi,1962-08-23,1985-03-10,9999-01-01,Engineer
257386,Chandrasekaran,Staudhammer,1959-07-23,1985-09-28,9999-01-01,Engineer
257387,Pranas,Staelin,1960-09-17,1986-07-06,9999-01-01,Senior Staff
257390,Nevin,Baaz,1959-07-23,1986-11-09,9999-01-01,Senior Staff
257414,Kien,Cappelli,1958-07-06,1985-06-23,9999-01-01,Senior Engineer
257438,Kazuhiro,Schicker,1960-11-10,1986-01-15,9999-01-01,Senior Staff
257448,Sachin,DasSarma,1957-12-09,1986-05-31,9999-01-01,Senior Staff
257453,Udi,Erez,1964-07-05,1986-12-05,9999-01-01,Senior Staff
257457,Mandell,Ranon,1960-05-26,1986-07-01,9999-01-01,Senior Staff
257463,Chaoyi,Perng,1964-03-17,1988-06-04,9999-01-01,Engineer
257468,Sangeeta,Kisuki,1956-02-25,1985-05-09,9999-01-01,Engineer
257469,Anyuan,Hanratty,1965-01-22,1988-01-06,9999-01-01,Senior Staff
257470,Dines,Auria,1964-01-29,1988-04-21,9999-01-01,Senior Staff
257474,Aran,Benaini,1960-09-28,1988-02-02,9999-01-01,Staff
257476,Suebskul,Melichar,1958-11-06,1987-09-26,9999-01-01,Senior Staff
257477,Jacopo,Bashian,1962-08-09,1985-09-11,9999-01-01,Senior Engineer
257484,Shaowei,Nicolson,1965-01-01,1986-12-07,9999-01-01,Senior Staff
257491,Satyanarayana,Hagimont,1962-06-23,1988-07-02,9999-01-01,Senior Staff
257496,Oscal,Honiden,1962-11-28,1986-06-27,9999-01-01,Engineer
257521,Moie,Michaeli,1964-09-15,1986-03-10,9999-01-01,Staff
257540,Dulce,Axelband,1962-07-22,1988-09-26,9999-01-01,Senior Staff
257541,Sungwon,Sullins,1956-08-07,1988-02-12,9999-01-01,Assistant Engineer
257547,Constantine,Naudin,1964-12-18,1985-07-26,9999-01-01,Engineer
257555,Weicheng,Hanratty,1958-06-13,1986-10-14,9999-01-01,Senior Engineer
257572,Geoffrey,Lundstrom,1958-07-09,1986-05-22,9999-01-01,Senior Staff
257580,Saeed,Sullins,1963-04-27,1988-01-01,9999-01-01,Senior Engineer
257591,Tonny,Kilgour,1956-11-02,1988-07-21,9999-01-01,Senior Engineer
257592,Brendon,Hoppenstand,1964-10-03,1988-12-11,9999-01-01,Senior Engineer
257596,Salvador,Hutter,1959-03-01,1988-11-23,9999-01-01,Senior Engineer
257605,Adin,Baja,1958-05-13,1985-09-15,9999-01-01,Senior Staff
257609,Sugwoo,Navazio,1957-04-03,1985-06-11,9999-01-01,Senior Engineer
257611,Heping,Kinley,1959-07-09,1986-04-24,9999-01-01,Senior Engineer
257616,Josyula,Ranai,1960-08-04,1987-05-01,9999-01-01,Engineer
257619,Hideo,Brattka,1964-01-06,1987-12-12,9999-01-01,Staff
257620,Sanjay,Beerel,1956-05-30,1986-03-12,9999-01-01,Senior Staff
257629,Christfried,Peck,1962-10-09,1988-03-14,9999-01-01,Senior Staff
257635,Subhash,Ginneken,1960-10-16,1988-01-03,9999-01-01,Senior Engineer
257642,Sudhanshu,Asser,1958-10-11,1988-09-10,9999-01-01,Technique Leader
257644,Xiaoqiang,Reeker,1960-01-25,1986-09-04,9999-01-01,Technique Leader
257653,Dekang,Docker,1959-02-28,1986-07-23,9999-01-01,Senior Staff
257681,Hugo,DasSarma,1958-10-07,1985-07-10,9999-01-01,Senior Engineer
257687,Raimond,Seghrouchni,1961-06-28,1985-05-08,9999-01-01,Senior Engineer
257690,Fumiya,Capobianchi,1964-01-06,1987-01-21,9999-01-01,Senior Engineer
257707,Armond,Yamaashi,1962-08-22,1987-03-21,9999-01-01,Senior Engineer
257708,Shirish,Schmezko,1963-11-18,1985-09-06,9999-01-01,Senior Engineer
257710,Aiman,Shokrollahi,1956-09-02,1987-11-15,9999-01-01,Senior Staff
257737,Rafael,Greibach,1956-07-05,1987-05-11,9999-01-01,Engineer
257741,Eirik,Rosen,1961-11-24,1986-05-13,9999-01-01,Senior Staff
257745,Dhritiman,Penttonen,1960-07-16,1988-09-05,9999-01-01,Senior Staff
257746,Paris,Rahimi,1956-03-12,1988-03-31,9999-01-01,Senior Staff
257747,Claude,Pillow,1958-04-01,1986-03-18,9999-01-01,Senior Engineer
257751,Akeel,Valtorta,1961-08-08,1987-05-11,9999-01-01,Engineer
257753,Ravishankar,Azumi,1958-05-14,1986-08-30,9999-01-01,Staff
257764,Huiqun,Broomell,1956-10-31,1987-12-25,9999-01-01,Staff
257770,Kayoko,Khasidashvili,1961-06-25,1987-09-25,9999-01-01,Senior Staff
257771,Mamdouh,Przulj,1959-06-30,1986-08-19,9999-01-01,Engineer
257785,Kristina,Peris,1960-09-20,1985-05-10,9999-01-01,Senior Staff
257813,Xinglin,Marakhovsky,1956-08-31,1985-02-02,9999-01-01,Senior Staff
257815,Ekawit,Yurek,1964-03-31,1987-04-27,9999-01-01,Senior Engineer
257827,Berto,Luders,1963-02-15,1987-06-20,9999-01-01,Senior Engineer
257837,Mari,Lampe,1964-08-10,1988-05-21,9999-01-01,Senior Engineer
257838,Aiman,Spell,1963-06-04,1988-08-13,9999-01-01,Staff
257842,Sanjiv,Raczkowsky,1956-01-19,1985-09-16,9999-01-01,Engineer
257862,Xiahua,Saoudi,1964-10-19,1985-11-24,9999-01-01,Technique Leader
257868,Alassane,Hiltgen,1957-01-09,1985-11-07,9999-01-01,Engineer
257871,Mostafa,Barriga,1961-09-15,1985-02-15,9999-01-01,Senior Engineer
257875,Uno,Syrotiuk,1959-09-04,1987-06-21,9999-01-01,Senior Staff
257877,Yunming,Broomell,1959-12-12,1987-12-08,9999-01-01,Senior Staff
257889,Margareta,Hofting,1962-11-29,1985-03-30,9999-01-01,Senior Engineer
257893,Theron,Falco,1961-08-22,1987-03-16,9999-01-01,Engineer
257895,Subir,Serre,1956-09-10,1986-05-29,9999-01-01,Senior Staff
257925,Yechiam,Jeansoulin,1960-05-29,1988-11-10,9999-01-01,Staff
257930,Hatim,Tempesti,1957-05-31,1988-11-11,9999-01-01,Senior Staff
257945,Kiyotoshi,Liesche,1962-02-06,1985-11-17,9999-01-01,Staff
257948,Nevin,Kleiser,1956-07-30,1988-03-15,9999-01-01,Senior Engineer
257958,Heeju,Minakawa,1963-12-16,1985-11-07,9999-01-01,Senior Staff
257962,Alassane,Parfitt,1963-07-06,1987-09-06,9999-01-01,Senior Engineer
257967,Premal,Skogmar,1963-05-29,1986-03-22,9999-01-01,Senior Staff
257970,Katsuyuki,Ranst,1962-12-21,1986-06-18,9999-01-01,Senior Engineer
257973,Mingzeng,Keustermans,1958-06-18,1988-09-09,9999-01-01,Senior Staff
257979,Constantijn,Zastre,1959-02-27,1988-10-05,9999-01-01,Staff
257981,Sven,Middleton,1962-07-17,1987-03-20,9999-01-01,Engineer
257984,Joydip,Pardalos,1959-10-05,1986-10-13,9999-01-01,Staff
257991,Chenye,Munck,1960-11-02,1985-07-25,9999-01-01,Technique Leader
257996,Shigenori,Moffat,1958-12-27,1987-11-04,9999-01-01,Senior Engineer
258000,Gila,Raoux,1961-02-24,1986-06-28,9999-01-01,Senior Engineer
258021,Guozhong,Tomescu,1962-01-28,1988-02-16,9999-01-01,Staff
258024,Mark,Strooper,1964-05-28,1986-01-26,9999-01-01,Staff
258029,Mingsen,Schahn,1957-07-28,1987-03-06,9999-01-01,Staff
258033,Denny,Gubsky,1956-07-29,1988-03-06,9999-01-01,Senior Staff
258040,Zine,Gewali,1958-06-19,1986-03-29,9999-01-01,Senior Engineer
258048,Arie,Pehl,1959-06-06,1985-05-07,9999-01-01,Senior Staff
258049,Badri,Gihr,1958-02-07,1988-06-19,9999-01-01,Senior Staff
258055,Subhash,Steinauer,1964-07-07,1986-04-30,9999-01-01,Senior Engineer
258073,Fatemeh,Muntz,1963-10-06,1985-03-10,9999-01-01,Senior Staff
258074,Huican,Suppi,1964-12-22,1988-02-15,9999-01-01,Technique Leader
258080,Malu,Perz,1962-09-12,1986-10-07,9999-01-01,Technique Leader
258083,Dulce,Lueh,1956-05-08,1986-07-24,9999-01-01,Senior Staff
258085,Filipp,Uludag,1959-05-22,1986-03-24,9999-01-01,Senior Engineer
258094,Kwangho,Mateescu,1958-07-23,1988-02-23,9999-01-01,Senior Engineer
258099,Khun,Kroha,1957-11-03,1987-05-31,9999-01-01,Senior Engineer
258109,Odoardo,Marchegay,1957-09-17,1988-08-07,9999-01-01,Staff
258114,Tzu,Bennet,1959-03-04,1985-09-29,9999-01-01,Senior Engineer
258139,Ibibia,Chachaty,1956-01-03,1987-05-05,9999-01-01,Senior Engineer
258144,Haldun,Naudin,1957-08-28,1986-10-02,9999-01-01,Senior Engineer
258188,Serif,Perna,1956-07-15,1988-09-10,9999-01-01,Senior Staff
258189,Randy,Cincotta,1956-10-13,1988-08-20,9999-01-01,Senior Staff
258204,Utz,Maliniak,1961-06-02,1987-02-21,9999-01-01,Senior Staff
258220,Angus,Kroon,1962-12-10,1988-08-23,9999-01-01,Senior Engineer
258223,Christophe,Rothenberg,1959-08-11,1986-08-02,9999-01-01,Senior Staff
258227,Remmert,Eldridge,1959-05-27,1986-01-09,9999-01-01,Engineer
258242,Urs,Covnot,1956-08-16,1987-12-10,9999-01-01,Senior Engineer
258247,Tadahiko,Rijckaert,1958-01-22,1985-05-18,9999-01-01,Senior Staff
258252,Masanao,Denti,1957-01-23,1988-12-10,9999-01-01,Senior Engineer
258253,Zhongwei,Bernatsky,1964-11-28,1986-02-23,9999-01-01,Senior Staff
258281,Heon,Spataro,1964-10-17,1986-04-05,9999-01-01,Staff
258283,Chinya,Billingsley,1957-07-08,1985-12-06,9999-01-01,Senior Engineer
258285,Sahrah,Falco,1960-04-02,1988-10-10,9999-01-01,Staff
258293,Steve,Pietracaprina,1956-04-28,1986-07-17,9999-01-01,Engineer
258304,Peer,Baca,1962-05-28,1985-07-13,9999-01-01,Senior Staff
258315,Lucien,Schueller,1961-02-06,1988-10-02,9999-01-01,Engineer
258316,Suvo,Chiola,1961-12-27,1985-11-02,9999-01-01,Staff
258333,Gian,Veccia,1961-11-25,1985-10-09,9999-01-01,Engineer
258340,Szabolcs,Maierhofer,1961-10-14,1988-07-20,9999-01-01,Staff
258346,Carrsten,Cappelli,1958-02-22,1985-02-18,9999-01-01,Engineer
258378,Francoise,Selenyi,1961-04-02,1988-01-22,9999-01-01,Technique Leader
258387,Bluma,Woycyznski,1956-05-10,1985-04-07,9999-01-01,Senior Staff
258394,Masadi,Peir,1957-06-14,1985-03-23,9999-01-01,Senior Engineer
258408,Kankanahalli,Garrabrants,1956-11-08,1988-01-31,9999-01-01,Senior Engineer
258413,Kazuhito,Vendrig,1961-01-12,1985-05-07,9999-01-01,Senior Engineer
258417,Panayotis,Picht,1959-09-17,1987-11-10,9999-01-01,Senior Staff
258420,Arne,Geffroy,1962-08-01,1986-09-07,9999-01-01,Senior Staff
258422,Takahito,Motley,1962-09-12,1987-12-16,9999-01-01,Senior Staff
258423,Christoper,Murtagh,1958-08-31,1988-07-26,9999-01-01,Senior Staff
258433,Avishai,Einsfeld,1956-11-28,1985-11-19,9999-01-01,Senior Staff
258434,Yoshimitsu,Dayang,1959-06-01,1987-06-21,9999-01-01,Engineer
258442,Demos,Cichocki,1964-10-23,1986-08-30,9999-01-01,Senior Engineer
258443,Serap,Slaats,1963-09-25,1988-08-07,9999-01-01,Senior Engineer
258450,Zhenbing,Tsukuda,1960-12-07,1986-02-04,9999-01-01,Staff
258460,Sarita,Murillo,1963-07-04,1988-05-08,9999-01-01,Engineer
258468,Danai,Demir,1964-02-09,1987-02-21,9999-01-01,Engineer
258475,Amabile,Gladwell,1957-10-28,1986-03-13,9999-01-01,Senior Engineer
258478,Leif,Feinberg,1962-05-19,1985-11-28,9999-01-01,Senior Staff
258482,Ziya,Tetzlaff,1958-01-25,1986-06-01,9999-01-01,Senior Engineer
258499,Jouko,Fandrianto,1962-12-09,1987-08-21,9999-01-01,Senior Staff
258510,Siamak,Farrel,1961-09-04,1988-10-08,9999-01-01,Senior Staff
258515,Shuichi,Griswold,1957-04-15,1988-05-30,9999-01-01,Staff
258528,Venkatesan,Sherertz,1964-01-02,1988-06-18,9999-01-01,Senior Staff
258536,Suebskul,Baby,1963-03-29,1987-05-22,9999-01-01,Staff
258544,Demos,Bahi,1963-11-08,1986-10-05,9999-01-01,Senior Engineer
258549,Masako,Comellas,1957-10-16,1987-09-04,9999-01-01,Engineer
258560,Tristan,Ligten,1958-03-03,1986-08-22,9999-01-01,Senior Engineer
258561,Souichi,Esposito,1963-12-30,1986-10-23,9999-01-01,Staff
258590,Mariusz,Warwick,1964-04-26,1985-04-23,9999-01-01,Engineer
258597,Adel,Kuhnemann,1956-07-26,1985-11-22,9999-01-01,Senior Staff
258608,Jacopo,Muniz,1958-06-16,1987-01-21,9999-01-01,Senior Engineer
258611,Moti,Conia,1960-12-15,1987-07-10,9999-01-01,Technique Leader
258615,Nechama,Pintelas,1963-07-03,1985-11-09,9999-01-01,Engineer
258650,Alselm,Yoshizawa,1958-06-12,1986-05-22,9999-01-01,Senior Staff
258653,Houman,Pellegrinelli,1959-03-31,1988-03-27,9999-01-01,Senior Engineer
258662,Odysseas,Baranowski,1956-09-08,1988-05-29,9999-01-01,Senior Engineer
258664,Kagan,Stroustrup,1963-12-07,1987-05-05,9999-01-01,Staff
258666,Girolamo,Raoux,1956-09-21,1986-10-02,9999-01-01,Engineer
258672,Nagui,Linnainmaa,1956-03-14,1985-12-17,9999-01-01,Engineer
258677,Shiv,Chaudhuri,1964-04-30,1986-03-17,9999-01-01,Senior Engineer
258683,Martijn,Vilarrasa,1959-01-22,1985-07-17,9999-01-01,Engineer
258689,Vishv,Rebaine,1963-07-03,1986-08-26,9999-01-01,Engineer
258696,DeForest,Kragelund,1962-08-08,1987-08-01,9999-01-01,Staff
258702,Khoa,Ferretti,1961-05-08,1987-09-06,9999-01-01,Engineer
258707,Hailing,Koprowski,1959-04-15,1986-04-14,9999-01-01,Senior Staff
258718,Lansing,Feinberg,1962-01-20,1987-10-14,9999-01-01,Senior Engineer
258729,Masamitsu,Ananiadou,1958-05-22,1986-11-24,9999-01-01,Senior Engineer
258730,Sastry,Roisin,1962-02-21,1988-11-07,9999-01-01,Senior Staff
258733,Xuejia,Luiz,1959-12-24,1985-09-01,9999-01-01,Senior Staff
258746,Sailaja,Denna,1956-10-09,1986-08-14,9999-01-01,Senior Engineer
258761,Satoru,Gruenwald,1961-03-01,1985-09-24,9999-01-01,Staff
258762,Chriss,Genther,1959-05-09,1987-10-15,9999-01-01,Senior Engineer
258768,Subhada,Rodham,1959-02-04,1988-02-01,9999-01-01,Staff
258770,Jongsuk,Hinsberger,1962-08-06,1986-05-07,9999-01-01,Engineer
258772,Kensyu,Rusmann,1958-06-30,1987-08-14,9999-01-01,Staff
258784,Chikako,Stroustrup,1962-01-12,1987-12-11,9999-01-01,Engineer
258794,Gao,Cyne,1962-08-06,1987-09-27,9999-01-01,Engineer
258799,Marsja,Ginesta,1958-01-01,1987-03-12,9999-01-01,Senior Engineer
258813,Kellyn,Ritcey,1960-08-04,1985-04-12,9999-01-01,Engineer
258816,Sreenivas,Angelov,1961-07-02,1986-07-31,9999-01-01,Senior Staff
258824,Haldon,Beznosov,1957-03-25,1985-07-21,9999-01-01,Senior Engineer
258825,Odinaldo,Riexinger,1956-12-27,1985-09-14,9999-01-01,Senior Staff
258833,Susanta,Cronin,1961-01-25,1986-10-31,9999-01-01,Engineer
258836,Shietung,Luck,1958-08-26,1987-10-16,9999-01-01,Senior Engineer
258839,Matk,Danecki,1964-07-08,1987-02-25,9999-01-01,Senior Engineer
258841,Naraig,Ciolek,1957-01-12,1986-03-23,9999-01-01,Senior Engineer
258846,Khalid,Winter,1958-07-30,1985-04-29,9999-01-01,Senior Engineer
258862,Adel,Bahi,1961-11-08,1985-08-01,9999-01-01,Engineer
258864,Susanta,Avouris,1964-09-22,1986-07-16,9999-01-01,Senior Staff
258870,Shigehito,Albarhamtoshy,1960-09-03,1987-09-14,9999-01-01,Senior Engineer
258897,Kotesh,Guerreiro,1957-05-05,1986-04-27,9999-01-01,Senior Staff
258900,Holgard,Ernst,1958-06-13,1988-10-05,9999-01-01,Senior Engineer
258904,Wojceich,Bael,1956-10-03,1986-07-16,9999-01-01,Staff
258909,Leon,Kobara,1964-06-12,1985-07-31,9999-01-01,Senior Staff
258911,Abdelghani,Yoshimura,1961-09-20,1988-03-09,9999-01-01,Engineer
258913,Alois,Vesna,1956-05-12,1986-03-06,9999-01-01,Staff
258921,Masato,Reistad,1957-05-22,1987-02-08,9999-01-01,Senior Staff
258922,Arie,Bednarek,1957-10-23,1986-07-31,9999-01-01,Senior Staff
258932,Tamiya,Laventhal,1960-07-28,1986-04-03,9999-01-01,Engineer
